UserID,Date,TransactionType,Amount
920,2024-08-23,Groceries,626.96
215,2023-03-25,Loan Payment,381.7
686,2024-12-25,Shopping,454.44
538,2024-01-14,Shopping,382.3
75,2024-12-17,Loan Payment,447.68
78,2024-02-01,Shopping,461.33
184,2024-05-16,Shopping,602.2
328,2023-08-02,Shopping,457.36
59,2024-07-21,Salary,601.61
621,2024-03-14,Salary,271.95
708,2024-01-04,Shopping,553.38
379,2023-08-03,Shopping,438.88
230,2023-12-10,Investment,1041.95
87,2024-09-10,Salary,661.74
929,2023-07-23,Groceries,793.51
575,2024-11-24,Investment,21.82
209,2023-07-01,Shopping,711.38
432,2024-08-03,Loan Payment,454.86
270,2023-10-09,Loan Payment,700.3
317,2025-02-27,Salary,265.71
850,2024-01-09,Groceries,372.87
502,2023-11-19,Groceries,819.55
776,2025-01-08,Shopping,935.79
702,2024-08-16,Loan Payment,798.96
352,2024-10-19,Loan Payment,281.1
928,2023-06-20,Investment,627.22
446,2023-12-20,Investment,511.83
334,2024-07-12,Salary,389.09
967,2024-05-03,Loan Payment,390.47
927,2024-10-11,Loan Payment,298.68
347,2024-01-21,Groceries,461.23
209,2023-12-31,Loan Payment,798.67
93,2025-01-02,Investment,1010.95
597,2024-08-15,Loan Payment,313.39
784,2024-11-06,Groceries,674.82
634,2024-04-21,Salary,373.97
503,2024-11-29,Groceries,295.17
132,2023-12-06,Loan Payment,865.91
593,2024-11-29,Salary,738.83
325,2023-08-16,Loan Payment,431.5
617,2023-12-20,Loan Payment,685.94
488,2025-03-13,Salary,77.27
265,2023-12-17,Shopping,377.41
612,2024-06-15,Groceries,544.83
961,2024-05-31,Salary,413.48
513,2024-06-19,Investment,153.12
683,2023-10-08,Shopping,553.54
544,2024-09-10,Salary,324.22
228,2023-07-08,Investment,598.73
582,2023-04-17,Groceries,468.05
18,2023-03-23,Loan Payment,363.86
113,2023-11-21,Loan Payment,788.21
977,2023-12-14,Groceries,670.61
919,2023-07-04,Shopping,511.19
708,2025-02-26,Shopping,350.1
71,2023-11-01,Groceries,574.48
494,2025-03-08,Salary,12.32
52,2025-02-05,Groceries,586.52
846,2023-05-20,Salary,331.19
763,2023-05-05,Investment,98.25
982,2023-04-30,Salary,547.92
951,2024-05-22,Investment,49.34
534,2023-08-24,Shopping,131.47
212,2024-09-07,Loan Payment,579.18
961,2023-07-27,Groceries,1007.48
759,2024-09-20,Groceries,187.23
985,2025-03-01,Shopping,148.33
568,2024-04-03,Shopping,472.3
789,2024-08-27,Loan Payment,112.76
528,2023-12-14,Investment,261.82
538,2024-04-14,Investment,332.36
65,2024-02-24,Investment,308.23
847,2024-03-16,Groceries,232.73
814,2023-12-29,Loan Payment,779.82
327,2024-06-22,Shopping,169.98
2,2024-06-13,Groceries,429.46
652,2023-10-10,Salary,91.56
340,2024-02-08,Salary,549.02
198,2024-12-16,Shopping,141.31
914,2024-12-06,Loan Payment,296.21
27,2024-02-14,Groceries,252.72
97,2024-03-20,Investment,380.7
185,2024-05-07,Loan Payment,144.79
829,2024-10-20,Groceries,380.03
599,2025-02-27,Loan Payment,580.79
154,2023-03-23,Shopping,147.15
546,2023-06-15,Salary,646.27
169,2024-08-24,Salary,854.57
903,2024-02-05,Salary,644.27
1,2023-08-19,Loan Payment,810.83
103,2025-02-24,Groceries,73.11
583,2024-01-05,Groceries,871.3
126,2023-12-20,Investment,613.93
209,2024-03-05,Salary,315.7
682,2023-03-25,Shopping,287.06
960,2023-12-10,Investment,982.63
527,2023-05-11,Shopping,748.47
284,2023-10-18,Salary,461.14
442,2024-10-08,Groceries,84.42
639,2023-09-26,Investment,274.11
601,2023-05-18,Investment,654.06
790,2023-06-22,Groceries,390.35
101,2024-06-19,Shopping,454.61
117,2024-01-14,Salary,339.15
229,2025-03-11,Salary,420.79
130,2023-05-15,Salary,716.21
836,2024-12-29,Salary,323.86
273,2024-05-14,Loan Payment,1062.67
954,2024-04-07,Shopping,985.72
341,2023-09-12,Loan Payment,19.43
586,2023-08-31,Loan Payment,365.8
913,2025-02-05,Groceries,221.73
557,2024-05-21,Groceries,820.78
529,2024-05-28,Salary,500.21
376,2023-12-28,Shopping,447.37
620,2024-11-16,Salary,497.43
988,2023-06-19,Loan Payment,96.71
247,2024-03-11,Shopping,491.99
154,2023-09-10,Groceries,237.93
686,2023-07-27,Investment,832.54
131,2025-02-01,Groceries,625.43
993,2023-05-31,Groceries,43.24
588,2023-12-28,Salary,644.92
696,2024-10-06,Shopping,845.34
355,2025-03-10,Investment,434.29
868,2023-10-13,Loan Payment,0.87
868,2025-01-05,Loan Payment,814.74
822,2024-06-02,Salary,462.67
464,2024-05-19,Groceries,329.29
200,2025-01-16,Loan Payment,1177.65
148,2023-08-30,Salary,296.51
334,2024-12-09,Shopping,568.89
161,2024-08-14,Groceries,223.42
121,2024-06-15,Loan Payment,246.77
68,2023-05-14,Loan Payment,423.16
922,2023-05-01,Shopping,868.15
561,2023-05-19,Investment,636.31
730,2024-10-16,Investment,1179.28
894,2024-03-03,Groceries,704.63
748,2023-09-25,Groceries,325.3
936,2024-12-31,Groceries,627.1
746,2024-10-16,Salary,85.12
337,2025-03-11,Investment,145.73
130,2024-08-19,Investment,1072.34
512,2023-09-20,Investment,478.24
78,2023-10-14,Shopping,874.85
134,2023-12-22,Loan Payment,100.17
192,2024-11-20,Investment,395.17
123,2023-12-28,Loan Payment,268.23
51,2025-02-27,Shopping,756.03
619,2024-02-24,Loan Payment,389.18
816,2025-01-18,Shopping,152.95
387,2023-05-13,Groceries,777.15
581,2023-10-18,Loan Payment,1155.23
93,2024-08-19,Salary,671.15
154,2024-02-27,Loan Payment,704.36
422,2024-12-30,Groceries,650.61
472,2023-06-24,Loan Payment,676.6
14,2023-06-13,Groceries,474.82
652,2024-02-19,Investment,521.27
522,2024-01-13,Groceries,231.19
913,2024-12-01,Salary,674.03
769,2023-06-19,Investment,663.04
871,2024-09-22,Investment,664.14
85,2023-06-29,Salary,242.49
132,2024-03-14,Groceries,606.7
81,2024-10-22,Groceries,557.47
866,2024-09-11,Loan Payment,834.87
895,2023-10-22,Investment,952.41
841,2023-08-10,Groceries,117.39
309,2024-07-18,Investment,606.87
522,2024-04-14,Loan Payment,343.43
477,2023-11-15,Groceries,652.06
460,2025-01-17,Loan Payment,271.91
981,2024-08-08,Loan Payment,1079.74
236,2023-11-01,Groceries,45.52
410,2023-12-24,Loan Payment,259.68
556,2024-09-15,Investment,541.49
294,2025-02-19,Shopping,348.73
266,2024-09-19,Loan Payment,1217.23
382,2024-01-12,Salary,613.13
443,2024-03-06,Groceries,353.52
283,2023-12-08,Groceries,690.0
110,2024-11-08,Salary,204.5
738,2024-09-15,Salary,559.6
180,2024-04-08,Loan Payment,613.91
289,2024-04-07,Loan Payment,1025.18
258,2025-01-23,Groceries,432.47
596,2023-06-02,Shopping,247.29
435,2024-07-02,Groceries,887.06
766,2025-01-27,Loan Payment,112.89
542,2024-11-28,Investment,349.05
177,2025-01-11,Shopping,76.53
194,2024-01-24,Groceries,712.11
525,2024-11-14,Salary,1324.59
836,2023-04-30,Groceries,281.4
275,2023-09-02,Groceries,1144.54
279,2024-06-24,Shopping,210.92
792,2023-06-02,Groceries,153.54
821,2025-01-18,Salary,762.09
5,2024-11-23,Groceries,490.88
414,2024-02-06,Loan Payment,180.91
616,2024-02-17,Shopping,291.66
698,2024-10-30,Groceries,608.37
108,2023-11-18,Investment,567.16
594,2024-03-09,Loan Payment,627.11
639,2023-08-13,Loan Payment,735.19
903,2024-07-24,Groceries,375.62
151,2024-07-30,Investment,783.2
329,2023-11-19,Loan Payment,88.59
820,2024-09-30,Loan Payment,549.87
169,2024-03-13,Loan Payment,762.76
760,2024-02-20,Investment,360.01
416,2024-08-14,Shopping,225.72
853,2023-06-16,Salary,327.22
900,2025-01-23,Shopping,594.37
663,2024-10-20,Loan Payment,541.59
853,2023-09-25,Loan Payment,383.5
144,2024-07-30,Loan Payment,408.31
255,2023-04-01,Investment,619.53
874,2025-03-18,Salary,631.17
300,2024-03-02,Investment,46.32
353,2024-08-02,Investment,230.19
521,2024-06-29,Investment,1011.34
284,2024-06-10,Shopping,131.5
197,2023-05-09,Groceries,550.11
590,2025-01-07,Shopping,625.22
42,2023-03-21,Investment,125.03
105,2024-03-31,Loan Payment,669.16
768,2024-03-11,Shopping,678.65
678,2024-07-25,Loan Payment,323.03
221,2024-06-07,Shopping,277.64
4,2023-12-05,Groceries,306.72
848,2024-08-25,Investment,481.21
420,2023-09-22,Loan Payment,572.94
963,2023-03-31,Salary,439.89
931,2023-11-25,Salary,569.55
226,2024-09-09,Salary,410.71
255,2024-01-16,Loan Payment,1271.32
434,2023-04-18,Investment,427.19
167,2023-09-21,Groceries,67.0
785,2024-07-20,Shopping,535.88
170,2025-02-12,Groceries,309.37
561,2024-09-16,Investment,279.44
199,2024-01-28,Groceries,996.86
561,2024-06-04,Shopping,847.77
689,2025-02-24,Investment,514.12
474,2024-05-31,Salary,614.39
452,2024-02-02,Investment,593.5
926,2024-05-14,Investment,738.42
114,2023-06-08,Salary,823.9
754,2023-11-21,Investment,525.83
824,2023-07-24,Investment,275.92
863,2023-04-19,Investment,657.96
949,2025-02-02,Investment,356.78
207,2024-03-03,Investment,243.63
145,2024-01-24,Groceries,8.09
37,2024-02-06,Loan Payment,858.25
206,2024-09-11,Investment,969.61
868,2024-12-20,Investment,454.16
7,2024-07-04,Salary,952.47
428,2023-11-11,Loan Payment,637.93
325,2024-05-18,Groceries,447.55
992,2023-07-28,Groceries,383.86
890,2023-04-08,Groceries,455.68
522,2024-01-03,Shopping,583.5
743,2023-12-12,Loan Payment,347.24
30,2024-11-07,Loan Payment,702.62
171,2024-04-29,Shopping,460.21
484,2025-02-16,Groceries,452.03
945,2023-09-23,Investment,780.95
378,2023-11-03,Investment,767.97
897,2024-05-16,Groceries,423.37
219,2024-02-13,Loan Payment,791.83
517,2025-03-05,Loan Payment,535.36
530,2024-08-14,Salary,297.26
193,2023-05-24,Loan Payment,28.53
387,2024-08-22,Groceries,261.86
323,2023-04-27,Salary,544.81
639,2023-04-09,Loan Payment,11.46
436,2024-12-16,Investment,522.18
109,2024-07-22,Groceries,452.09
973,2024-07-07,Salary,629.02
599,2023-08-19,Salary,403.86
943,2024-03-20,Groceries,507.43
575,2023-10-05,Investment,262.12
466,2024-07-26,Loan Payment,706.24
758,2024-12-28,Shopping,634.24
424,2024-09-04,Loan Payment,407.63
388,2023-04-28,Salary,498.33
728,2024-04-12,Loan Payment,853.55
969,2023-05-07,Investment,1060.65
146,2024-07-04,Groceries,625.91
57,2024-03-24,Shopping,28.74
344,2023-04-22,Shopping,906.67
611,2023-12-23,Salary,553.21
795,2024-12-03,Shopping,129.96
365,2025-01-27,Investment,229.87
109,2024-12-18,Salary,677.63
522,2023-12-30,Shopping,371.34
942,2023-04-02,Shopping,677.42
732,2023-05-13,Groceries,757.08
82,2024-11-17,Investment,606.52
584,2023-04-04,Groceries,272.86
38,2024-11-29,Shopping,428.69
511,2024-11-22,Salary,385.7
255,2024-07-12,Shopping,663.88
547,2023-07-05,Groceries,274.89
4,2025-02-19,Investment,126.12
960,2024-07-17,Salary,336.92
816,2023-06-25,Investment,271.37
893,2023-09-22,Investment,418.2
135,2024-05-03,Salary,572.9
351,2024-03-09,Investment,523.64
810,2024-06-12,Investment,550.21
908,2024-09-25,Groceries,536.64
108,2023-06-08,Groceries,955.02
17,2023-04-17,Investment,393.75
999,2023-04-01,Groceries,812.15
710,2025-03-02,Groceries,952.74
894,2024-06-17,Groceries,681.68
556,2023-06-28,Groceries,16.18
515,2024-01-15,Groceries,275.96
563,2023-08-20,Shopping,491.21
657,2023-11-19,Loan Payment,269.65
376,2025-02-24,Groceries,385.33
529,2025-03-15,Investment,295.85
646,2023-05-31,Shopping,994.94
731,2023-10-12,Loan Payment,284.46
723,2023-04-17,Loan Payment,588.09
955,2023-03-24,Shopping,479.83
259,2024-03-01,Investment,158.85
620,2024-03-19,Salary,232.15
296,2024-05-05,Loan Payment,530.51
667,2023-04-28,Salary,531.7
420,2024-11-01,Salary,546.35
761,2025-02-01,Loan Payment,399.03
180,2024-01-02,Groceries,866.08
474,2024-06-12,Shopping,177.0
439,2023-12-16,Shopping,360.29
728,2024-07-05,Loan Payment,36.42
84,2023-10-02,Loan Payment,704.41
268,2023-08-21,Loan Payment,153.89
120,2025-03-03,Groceries,641.91
336,2024-03-14,Loan Payment,306.33
547,2024-05-20,Shopping,539.15
894,2024-01-14,Loan Payment,12.56
184,2024-12-07,Groceries,597.28
712,2023-07-31,Shopping,1183.47
237,2024-12-04,Loan Payment,217.88
416,2023-11-17,Investment,331.77
441,2023-04-05,Groceries,425.28
711,2024-08-31,Salary,1.87
557,2023-05-01,Shopping,348.99
750,2023-09-19,Groceries,240.62
214,2024-03-18,Investment,592.22
861,2024-10-03,Loan Payment,252.62
49,2025-02-23,Investment,742.39
133,2024-07-31,Groceries,314.76
166,2024-03-04,Loan Payment,499.26
832,2023-10-24,Groceries,834.86
591,2024-01-02,Groceries,415.7
358,2024-09-05,Shopping,440.58
610,2023-11-27,Investment,1118.97
464,2023-06-04,Shopping,589.72
837,2023-08-01,Investment,547.14
792,2023-03-30,Loan Payment,552.86
859,2025-03-03,Groceries,113.46
519,2024-10-24,Groceries,667.67
559,2024-12-16,Loan Payment,408.76
988,2023-04-02,Groceries,204.88
565,2024-12-25,Groceries,1329.84
576,2024-08-02,Loan Payment,580.48
182,2023-10-12,Loan Payment,428.52
894,2023-09-27,Shopping,127.69
64,2024-03-20,Loan Payment,824.02
21,2024-01-03,Groceries,782.84
603,2024-11-22,Investment,646.19
705,2023-06-05,Shopping,821.58
291,2023-08-09,Investment,337.55
51,2023-04-19,Groceries,478.51
210,2024-11-04,Investment,861.06
777,2023-04-25,Groceries,602.97
930,2024-06-02,Investment,291.7
85,2024-03-04,Salary,41.05
495,2023-12-03,Salary,672.04
346,2023-07-05,Investment,718.47
26,2024-03-21,Loan Payment,605.11
257,2024-05-15,Loan Payment,246.7
259,2024-06-14,Investment,498.61
834,2025-01-19,Shopping,611.24
678,2025-02-20,Groceries,360.11
174,2024-06-19,Salary,46.11
907,2024-11-23,Salary,92.92
533,2023-07-19,Shopping,566.95
959,2024-12-31,Loan Payment,436.25
249,2025-02-15,Loan Payment,853.68
777,2024-07-04,Groceries,748.76
804,2024-11-17,Investment,776.84
365,2024-01-19,Loan Payment,537.21
744,2024-05-30,Loan Payment,312.23
848,2023-07-17,Investment,450.24
373,2024-06-10,Salary,434.6
505,2024-09-21,Salary,481.29
817,2024-01-22,Shopping,647.27
988,2024-07-07,Investment,794.34
554,2025-01-31,Groceries,839.49
676,2023-10-16,Salary,755.02
129,2024-05-19,Groceries,625.3
426,2024-06-08,Investment,112.2
6,2023-06-08,Loan Payment,145.53
314,2024-10-26,Loan Payment,712.16
599,2023-11-04,Groceries,793.76
204,2023-04-25,Loan Payment,694.1
212,2024-06-16,Salary,498.81
961,2023-07-02,Salary,357.24
749,2023-07-02,Salary,479.21
495,2023-05-11,Shopping,246.45
982,2023-05-08,Investment,666.02
813,2023-09-29,Groceries,397.6
458,2023-10-04,Shopping,496.53
536,2023-11-16,Investment,298.01
571,2023-04-25,Salary,307.82
243,2023-10-06,Salary,807.62
730,2024-08-08,Shopping,362.03
580,2025-03-11,Shopping,452.4
716,2025-03-16,Salary,875.71
538,2023-07-28,Salary,587.98
895,2023-12-06,Investment,277.17
276,2024-12-29,Groceries,204.68
333,2023-09-06,Salary,675.39
188,2024-09-18,Shopping,328.0
439,2024-06-22,Salary,417.05
592,2023-04-18,Groceries,205.74
307,2023-04-11,Shopping,509.93
109,2023-09-05,Investment,548.31
68,2024-10-16,Investment,865.19
692,2023-10-23,Loan Payment,118.28
612,2024-05-06,Investment,310.84
615,2025-01-28,Loan Payment,484.07
336,2023-10-30,Investment,334.71
671,2024-02-17,Shopping,650.25
238,2024-10-15,Shopping,236.46
865,2024-09-04,Shopping,358.78
947,2024-04-27,Investment,395.02
514,2024-05-17,Shopping,651.46
594,2024-02-02,Investment,382.77
140,2024-04-09,Loan Payment,16.7
867,2023-09-30,Loan Payment,79.99
337,2024-10-19,Groceries,539.66
649,2024-07-25,Salary,465.58
929,2023-08-22,Investment,461.76
697,2024-04-14,Loan Payment,428.68
893,2024-12-15,Groceries,212.31
632,2025-03-15,Groceries,761.88
157,2023-06-11,Loan Payment,383.08
945,2023-09-17,Investment,54.59
231,2024-11-19,Shopping,178.94
62,2025-02-19,Groceries,1015.71
320,2024-11-12,Loan Payment,745.64
532,2023-07-21,Groceries,547.39
112,2023-10-31,Salary,1019.26
52,2024-07-19,Loan Payment,249.51
520,2025-03-08,Investment,686.37
581,2023-04-30,Loan Payment,886.59
649,2024-02-03,Groceries,348.02
542,2024-07-17,Groceries,245.2
204,2023-03-26,Loan Payment,365.36
798,2023-09-19,Salary,849.6
922,2024-03-01,Groceries,508.42
537,2024-09-12,Shopping,531.27
141,2023-05-05,Investment,878.82
47,2025-01-04,Groceries,763.04
352,2025-01-05,Groceries,449.58
106,2023-04-20,Investment,80.29
330,2023-10-03,Shopping,889.62
286,2024-01-01,Shopping,285.51
397,2025-01-15,Shopping,903.61
565,2024-02-17,Shopping,467.48
188,2024-04-26,Groceries,206.8
354,2025-02-28,Groceries,750.89
658,2025-01-14,Loan Payment,409.52
556,2023-12-08,Loan Payment,524.34
699,2025-01-29,Groceries,191.72
542,2024-05-07,Groceries,354.23
825,2023-11-30,Salary,684.24
275,2024-05-17,Loan Payment,239.24
843,2024-12-26,Shopping,148.64
896,2023-08-03,Groceries,1182.18
682,2024-10-25,Loan Payment,996.43
979,2023-03-29,Loan Payment,324.0
979,2025-03-20,Salary,701.51
538,2023-06-06,Investment,328.2
72,2024-11-22,Loan Payment,277.9
689,2024-08-02,Groceries,469.15
133,2025-02-23,Loan Payment,512.42
865,2023-07-12,Shopping,358.19
18,2024-06-28,Groceries,520.86
688,2024-08-10,Salary,1070.49
753,2024-09-07,Groceries,1024.57
923,2023-06-09,Salary,382.78
72,2023-11-10,Investment,451.67
925,2023-04-30,Groceries,87.69
70,2024-01-17,Groceries,1164.66
278,2023-12-02,Shopping,667.02
663,2023-10-01,Groceries,478.05
394,2024-09-21,Loan Payment,728.51
695,2023-11-04,Shopping,486.34
921,2024-12-19,Loan Payment,306.37
226,2024-01-03,Shopping,402.95
443,2024-03-20,Salary,475.74
403,2023-04-06,Shopping,31.36
460,2023-03-22,Loan Payment,307.41
835,2024-11-15,Shopping,446.4
129,2024-03-08,Shopping,53.88
604,2025-02-12,Loan Payment,147.78
944,2024-11-27,Shopping,263.4
406,2023-06-04,Investment,619.36
655,2024-12-25,Investment,804.99
351,2024-05-04,Groceries,438.85
945,2024-06-06,Shopping,694.13
770,2023-04-10,Groceries,785.39
794,2023-10-03,Loan Payment,658.07
195,2025-02-14,Groceries,653.05
833,2024-05-11,Loan Payment,881.77
323,2024-05-27,Groceries,575.33
149,2025-01-30,Salary,742.92
833,2023-06-30,Loan Payment,476.73
556,2024-01-05,Investment,522.21
540,2024-12-06,Loan Payment,862.98
506,2024-05-03,Investment,830.69
899,2023-05-09,Investment,335.01
302,2023-12-27,Loan Payment,682.96
393,2023-08-18,Loan Payment,537.92
673,2024-09-21,Loan Payment,146.72
115,2023-07-07,Investment,569.8
377,2024-10-14,Groceries,1467.84
1000,2023-10-02,Salary,4.11
692,2023-06-29,Loan Payment,816.36
341,2023-07-17,Loan Payment,756.83
660,2024-04-01,Groceries,672.52
537,2023-06-19,Groceries,283.0
681,2024-12-01,Salary,698.83
323,2024-05-21,Salary,839.54
915,2023-04-12,Investment,534.46
560,2024-06-01,Salary,569.66
606,2023-06-09,Loan Payment,297.32
994,2023-10-04,Loan Payment,684.87
69,2023-05-18,Salary,552.05
200,2023-08-03,Groceries,805.98
884,2023-05-03,Investment,664.41
717,2023-08-12,Loan Payment,534.36
880,2023-09-16,Investment,554.23
649,2024-05-04,Groceries,509.24
700,2025-01-21,Shopping,461.5
992,2023-12-05,Groceries,322.73
325,2024-08-20,Salary,586.47
330,2023-12-06,Groceries,201.67
528,2025-02-04,Shopping,574.86
474,2024-09-07,Groceries,846.3
79,2024-08-28,Salary,454.18
801,2024-10-18,Salary,465.8
977,2023-05-28,Groceries,85.7
398,2025-02-13,Loan Payment,823.56
359,2024-04-11,Loan Payment,401.68
466,2023-11-04,Salary,398.26
929,2024-11-08,Loan Payment,850.04
950,2024-05-27,Salary,690.47
921,2024-09-09,Investment,1217.47
842,2023-07-05,Groceries,398.42
400,2024-07-29,Groceries,570.47
445,2024-01-20,Loan Payment,70.22
7,2024-04-14,Shopping,421.85
16,2023-05-20,Investment,810.6
939,2024-08-11,Investment,136.88
785,2024-08-30,Salary,37.52
665,2024-06-26,Groceries,494.04
649,2024-04-16,Investment,147.61
980,2025-01-03,Salary,720.25
567,2024-03-25,Salary,180.13
121,2024-07-22,Groceries,1213.7
182,2023-12-23,Groceries,107.95
797,2023-11-26,Groceries,410.35
736,2024-09-09,Salary,25.04
442,2025-01-19,Loan Payment,534.34
703,2024-01-06,Shopping,704.06
338,2023-07-27,Groceries,440.35
37,2024-06-21,Groceries,414.33
840,2024-02-16,Investment,372.85
182,2023-05-23,Groceries,72.0
860,2024-11-15,Shopping,540.32
235,2025-03-17,Shopping,676.36
100,2024-06-29,Shopping,685.92
396,2024-11-09,Shopping,905.26
626,2024-06-23,Shopping,303.9
922,2023-04-28,Investment,705.68
791,2024-01-25,Shopping,457.51
602,2023-07-08,Shopping,153.46
123,2024-03-29,Loan Payment,341.16
139,2023-09-07,Loan Payment,395.55
910,2024-07-13,Groceries,566.21
995,2023-04-22,Salary,533.08
460,2023-10-09,Shopping,685.03
693,2024-09-25,Investment,190.3
906,2025-01-15,Shopping,687.59
15,2024-01-29,Shopping,475.21
372,2023-11-09,Investment,1129.93
480,2025-01-17,Groceries,664.69
988,2023-04-21,Salary,597.41
633,2024-01-20,Shopping,1079.33
658,2025-03-19,Salary,757.69
968,2025-03-04,Shopping,250.25
95,2023-10-28,Groceries,78.06
518,2024-08-08,Shopping,555.36
834,2024-02-05,Groceries,795.37
399,2024-06-14,Loan Payment,405.44
156,2024-05-19,Investment,428.55
158,2025-01-18,Salary,433.37
856,2024-04-27,Loan Payment,387.6
888,2024-11-07,Groceries,213.35
274,2024-01-17,Investment,610.8
844,2024-03-31,Salary,536.31
711,2025-02-18,Loan Payment,648.97
674,2024-09-16,Shopping,292.01
605,2025-02-17,Groceries,576.3
796,2024-05-15,Shopping,196.09
280,2023-09-07,Groceries,6.17
118,2023-08-07,Loan Payment,180.2
100,2023-08-16,Loan Payment,740.05
993,2024-08-09,Salary,545.46
63,2023-12-29,Groceries,22.42
441,2024-10-10,Loan Payment,693.36
92,2023-05-20,Investment,778.47
511,2023-12-29,Loan Payment,344.52
7,2024-03-07,Investment,897.58
197,2025-02-27,Shopping,224.7
250,2023-05-01,Investment,507.25
595,2024-08-13,Investment,767.16
775,2023-03-23,Loan Payment,609.77
455,2023-07-29,Groceries,999.12
304,2023-08-05,Shopping,591.57
210,2023-04-03,Salary,634.22
884,2024-08-22,Investment,349.63
793,2024-07-19,Shopping,403.13
539,2023-04-08,Groceries,678.35
191,2023-09-30,Investment,1143.51
213,2025-03-08,Shopping,768.4
718,2023-11-14,Salary,478.28
22,2023-04-19,Shopping,807.84
869,2024-02-03,Salary,774.51
716,2023-10-17,Shopping,474.14
763,2023-11-13,Investment,82.21
713,2023-09-22,Groceries,885.01
349,2023-05-28,Salary,673.27
865,2024-10-22,Investment,890.9
127,2023-04-13,Loan Payment,958.68
235,2025-02-17,Investment,609.61
289,2023-03-26,Loan Payment,525.32
298,2023-12-27,Groceries,216.24
137,2023-12-24,Shopping,803.05
942,2024-07-15,Groceries,136.8
302,2023-07-22,Shopping,181.05
136,2024-08-01,Loan Payment,624.39
219,2023-05-10,Investment,631.72
748,2024-12-06,Salary,173.46
161,2023-06-23,Investment,225.28
801,2024-09-11,Investment,841.89
113,2025-02-20,Loan Payment,51.45
197,2023-08-04,Groceries,684.22
774,2024-05-27,Shopping,1404.41
825,2024-10-08,Groceries,687.98
969,2023-03-24,Salary,841.59
906,2024-07-18,Salary,154.7
689,2024-07-02,Salary,482.65
164,2023-08-22,Loan Payment,573.13
218,2023-08-01,Salary,448.3
798,2025-03-20,Investment,91.98
803,2024-02-27,Loan Payment,837.29
855,2023-11-23,Investment,928.42
820,2024-11-27,Loan Payment,517.14
93,2024-07-31,Shopping,585.45
103,2023-09-18,Investment,413.72
90,2024-03-17,Salary,947.28
233,2024-12-20,Groceries,546.6
292,2024-08-28,Salary,619.44
664,2025-02-07,Investment,444.22
93,2024-04-03,Groceries,20.18
284,2024-12-06,Investment,190.41
463,2023-10-01,Salary,367.92
276,2023-04-01,Groceries,129.16
968,2024-11-18,Shopping,876.3
665,2025-02-02,Loan Payment,683.53
741,2024-08-16,Groceries,991.41
363,2024-12-02,Loan Payment,660.0
371,2024-06-01,Shopping,225.44
47,2024-09-07,Shopping,420.38
392,2023-09-01,Salary,862.35
52,2023-06-11,Shopping,210.47
204,2025-03-09,Shopping,607.72
752,2024-08-31,Investment,628.75
635,2023-12-29,Loan Payment,749.49
114,2024-06-17,Investment,531.6
376,2025-01-28,Loan Payment,590.71
861,2023-10-05,Salary,263.97
444,2024-02-14,Investment,700.74
503,2024-10-20,Salary,386.62
688,2024-04-21,Investment,275.41
608,2024-11-14,Salary,747.51
518,2023-03-31,Groceries,695.83
236,2024-12-02,Shopping,382.07
182,2023-06-03,Salary,238.64
318,2024-05-18,Loan Payment,682.86
86,2024-08-07,Shopping,33.39
394,2023-03-22,Salary,963.11
916,2024-09-06,Loan Payment,525.62
791,2025-03-13,Salary,809.18
520,2025-03-03,Shopping,800.91
788,2024-12-08,Shopping,379.86
162,2024-01-12,Shopping,398.15
886,2023-06-18,Salary,525.36
34,2024-06-27,Groceries,285.92
967,2024-06-04,Groceries,46.23
558,2023-04-02,Salary,288.27
701,2025-02-14,Shopping,721.31
113,2024-05-01,Investment,177.82
128,2024-06-04,Investment,1068.81
45,2023-06-20,Investment,462.75
219,2023-12-15,Shopping,232.72
267,2023-03-30,Shopping,715.78
489,2024-07-30,Groceries,697.01
872,2023-06-12,Investment,909.76
213,2024-03-15,Shopping,68.33
320,2024-05-25,Shopping,899.85
303,2024-04-01,Groceries,877.03
512,2023-07-27,Salary,491.49
881,2024-02-09,Investment,551.18
823,2023-11-07,Salary,392.12
49,2023-10-22,Investment,787.81
311,2023-10-20,Salary,458.59
903,2023-10-09,Groceries,304.91
225,2023-06-29,Groceries,683.11
792,2023-03-30,Shopping,527.1
452,2024-10-03,Investment,420.62
220,2024-08-08,Salary,231.81
229,2023-07-03,Salary,108.44
396,2024-06-18,Groceries,512.18
128,2024-04-21,Loan Payment,929.78
543,2023-08-01,Groceries,555.54
546,2024-03-05,Investment,64.81
843,2024-07-19,Loan Payment,327.77
589,2024-01-20,Loan Payment,660.92
593,2023-09-16,Loan Payment,810.16
962,2024-07-17,Salary,377.76
510,2023-05-27,Shopping,462.71
326,2024-12-08,Shopping,436.58
669,2024-08-09,Shopping,1182.75
698,2024-07-21,Salary,244.33
825,2023-07-01,Loan Payment,573.02
969,2025-01-28,Salary,128.03
737,2024-07-04,Salary,149.7
92,2023-03-25,Shopping,502.74
481,2024-02-17,Salary,1265.35
52,2023-08-12,Shopping,695.07
466,2024-11-07,Salary,235.57
439,2024-04-02,Loan Payment,921.25
932,2024-03-22,Loan Payment,570.3
509,2024-11-11,Salary,786.33
514,2025-01-24,Loan Payment,647.27
661,2023-04-05,Loan Payment,356.74
118,2024-01-02,Loan Payment,867.85
679,2025-01-28,Investment,263.92
161,2023-07-26,Investment,562.86
